epoch,train_loss,val_acc,seconds
1,0.7971334686733428,0.6833333333333333,48.43844223022461
2,0.7142148232460022,0.6766666666666666,42.64334201812744
3,0.6515761770520891,0.68,39.98180890083313
4,0.6365167086465018,0.6833333333333333,38.17536520957947
