epoch,train_loss,val_acc,seconds
1,1.0872250579652332,0.52,41.73896813392639
2,1.0591005105064029,0.6066666666666667,39.88514304161072
3,1.0169840869449434,0.6066666666666667,40.30971813201904
4,0.9626240767751422,0.6666666666666666,38.11406207084656
5,0.8956295306341989,0.6566666666666666,40.35456585884094
6,0.8440277700197129,0.6533333333333333,42.890438079833984
7,0.7894747295833769,0.6766666666666666,38.95402193069458
8,0.7634645346232823,0.6833333333333333,41.59262299537659
9,0.7426867405573527,0.68,41.29685306549072
10,0.723432768640064,0.67,43.7669141292572
